account_id,account_name,matter_id,matter_name,practice_area,matter_category,open_date,all_time_entry_text,total_hours,total_billing,avg_rate,n_time_entries,n_unique_users,all_context_text,has_useful_text,has_practice_area,has_category,evidence_quality_score
24,Roach Law - pending deletion,1855,general matters,NA,NA,2022-05-30,,26.453611111111112,10890,367.4342105263158,76,3,Matter name: general matters Practice area: Matter category: Time entry evidence:,FALSE,FALSE,FALSE,low
24,Roach Law - pending deletion,4185,general matters,NA,NA,2020-12-15,email correspondence client employee accommodation,0.7402777777777778,360,450,1,1,Matter name: general matters Practice area: Matter category: Time entry evidence: email correspondence client employee accommodation,FALSE,FALSE,FALSE,low
24,Roach Law - pending deletion,4208,human resource issues,NA,NA,2011-04-25,,180.53527777777776,37787.13,202.8294930875576,217,5,Matter name: human resource issues Practice area: Matter category: Time entry evidence:,FALSE,FALSE,FALSE,low
24,Roach Law - pending deletion,4227,legends sports pub & grill,NA,NA,2011-04-22,,0.050277777777777775,22.5,112.5,2,1,Matter name: legends sports pub & grill Practice area: Matter category: Time entry evidence:,FALSE,FALSE,FALSE,low
24,Roach Law - pending deletion,4244,grantsville,NA,NA,2011-05-25,,3.5,612.5,175,1,1,Matter name: grantsville Practice area: Matter category: Time entry evidence:,FALSE,FALSE,FALSE,low
24,Roach Law - pending deletion,4246,potential new clients,NA,NA,2011-06-15,,0.5,0,0,1,1,Matter name: potential new clients Practice area: Matter category: Time entry evidence:,FALSE,FALSE,FALSE,low
24,Roach Law - pending deletion,4259,divorce,NA,NA,2018-07-02,,0.1,30,300,1,1,Matter name: divorce Practice area: Matter category: Time entry evidence:,FALSE,FALSE,FALSE,low
24,Roach Law - pending deletion,4274,divorce with children,NA,NA,2018-07-02,,1.6491666666666667,240,50,6,4,Matter name: divorce with children Practice area: Matter category: Time entry evidence:,FALSE,FALSE,FALSE,low
24,Roach Law - pending deletion,4278,probate,NA,NA,2017-03-27,,0.31444444444444447,0,0,3,3,Matter name: probate Practice area: Matter category: Time entry evidence:,FALSE,FALSE,FALSE,low
24,Roach Law - pending deletion,4280,firm time for 2018,NA,NA,2018-07-02,,79.48555555555555,0,0,160,5,Matter name: firm time for 2018 Practice area: Matter category: Time entry evidence:,FALSE,FALSE,FALSE,low
